HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,navioot,tortitas,0,3
HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,berserkci,celticguard,3,0
HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,mrra,laasque,0,3
HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,flèchenoire,avc,0,3
HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,kroissant,rav,3,0
HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,bozzzton,fudov,3,0
HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,pinche,luckshotgg,1,3
HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,general,ultralord,0,3
HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,maevedonovan,crujecerdos,0,3
HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,imisslethal,brobiwan,3,0
HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,wirrod,hurney,3,0
HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,frizzzy,slowsam,0,3
HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,apxvoid,kaizersosa,0,3
