"battletag","class","deckstring"
"RENMEN#2291","DRUID","  AAECAZICCLQD3gWZ0wKb6AL96wKa7gLk+wL1/AILQF/pAdMD5AigzQKHzgKY0gKe0gLb0wK/8gIA "
"MM78#2809","DRUID","  AAECAZICDKIJiMEC4scCws4CmNICmdMCr9MC/eEC+eYC8eoCj/YC9fwCCUBf6QHkCMnHAqDNAp7SAubTAt3rAgA= "
"MM78#2809","SHAMAN","  AAECAfe5AgbeBdPFAqvnAsPqAqfuAu/3AgyBBPUE/gX/BbIG9gf7DJfBAsfBApvLAvPnAu/xAgA= "
"MM78#2809","ROGUE","  AAECAaIHBvzBAobCAoDTAs/hAtvjAsPqAgzEAZwC7QKfA4gFmwXUBYYJl8ECx9MC9uwC4vgCAA== "
"MM78#2809","WARLOCK","  AAECAf0GDooBkwGjAfIF+waKB8wIoM4Cws4Cl9MC2OUC2OcCy+wCzfQCCLYH4QeNCOfLAvHQAv3QAojSAoCKAwA= "
"Athanas#1830","ROGUE","  AAECAYO6AgSyAq8EnvgC5/oCDYwCywPUBfMF9QXdCIHCAuvCAtHhAovlAv3qAqbvAuL4AgA= "
"Athanas#1830","PALADIN","  AAECAYsWAuvCAp74Ag5G8wX5CoPHArjHAuPLAvvTAtHhAtblArXmAv3qAuL4Avb9Atb+AgA= "
"Athanas#1830","DRUID","AAECAZICApnTAoTmAg5AX/0C9wPmBYUI5AigzQKHzgKY0gKe0gLb0wLX7wLi+AIA"
"Athanas#1830","WARLOCK","AAECAf0GBK8EnOIC7/ECj4IDDTCEAc4Hwgj3DJvLAvfNAp/OAvLQAtHhAofoAvT3AtP4AgA="
"mikolop#2935","WARLOCK","  AAECAfqUAwQw980CnOICj4IDDYQB9wTzBc4Hwgj3DJvLAp/OAvLQAtHhAofoAvT3AtP4AgA= "
"mikolop#2935","HUNTER","  AAECAR8I+AjtCdPFAobTApziArbqAsvsAoDzAguNAZcIq8IC2MICnM0C3dICi+EC4eMC8vECufgC4vgCAA== "
"mikolop#2935","DRUID","  AAECAZICApnTAoTmAg5AX/0C9wPmBYUI5AigzQKHzgKY0gKe0gLb0wLX7wLi+AIA "
"mikolop#2935","ROGUE","  AAECAaIHBIbCAoDTAs/hAsPqAg3EAZwC7QKfA4gFmwXUBYYJl8EC/MEC2+MC9uwC4vgCAA== "
"Zyrios#2229","WARLOCK","  AAECAcn1Ag6KAaMBogLbBswI08UCoM4Cl9MC6uYC2+kCv/ECp/cCnPgCgIoDCLYHm8IC58sC8tACiNIC2OUC6OcC4vgCAA== "
"Zyrios#2229","DRUID","  AAECAZICCFb+AcQGmdMCm+gC/esCmu4C5PsCC0Bf6QHkCKDNAofOApTSApjSAp7SAtvTAoTmAgA= "
"Zyrios#2229","PRIEST","AAECAa0GCMUE7QWWxALTxQKJzQKQ0wLD6gK38QIL+wHDwQLRwQKrwgLJxwLwzwLo0AKp4gLL5gKh/gKIggMA"
"Zyrios#2229","ROGUE","  AAECAaIHBIbCAoDTAs/hAsPqAg3EAZwC7QKfA5sF1AWGCZfBAvzBAsfTAtvjAvbsAuL4AgA= "
"Babon#21904","HUNTER","  AAECAR8I+AjTxQLd0gKG0wKc4gK26gLL7AKA8wILjQHeBZcIq8IC2MICnM0Ci+EC4eMC3O4C8vECufgCAA== "
"Babon#21904","WARLOCK","  AAECAf0GDJMBowHyBfsGigfMCKDOAsLOApfTAtjlAtjnAs30AgmKAbYH4QeNCOfLAvHQAv3QAojSAoCKAwA= "
"Babon#21904","SHAMAN","  AAECAaoICN4F08UCnOICq+cCw+oCp+4C7/cCmfsCC4EE9QT+Bf8Fsgb7DJfBAsfBApvLAvPnAu/xAgA= "
"Babon#21904","DRUID","  AAECAZICCrQD3gWZ0wKb6AL96wKa7gK/8gLi+ALk+wL1/AIKQF/pAdMD5AigzQKHzgKY0gKe0gLb0wIA "
"Jengo#2254","WARLOCK","  AAECAf0GCJMEigfJwgKX0wKd4gLq5gLb6QKc+AILigH3BLYH4QfnywLy0AL40AKI0gKL4QL85QLo5wIA "
"Jengo#2254","DRUID","  AAECAZICApnTAoTmAg5AX/0C9wPmBYUI5AigzQKHzgKY0gKe0gLb0wLX7wLi+AIA "
"Jengo#2254","SHAMAN","  AAECAaoICP8F08UCnOICq+cCw+oCp+4C7/cCmfsCC4EE9QTeBf4Fsgb7DJfBAsfBApvLAvPnAu/xAgA= "
"Jengo#2254","HUNTER","  AAECAR8K3gX4CO0J08UCm8sChtMCnOICtuoCy+wCgPMCCo0BlwirwgLYwgKczQLd0gKL4QLh4wLy8QK5+AIA "
"CupraR#2891","DRUID","  AAECAbSKAwjyBfMF08UCmdMCnOIC0OcC4fsC9fwCC94Fl8EC68ICm8sCh84CkdAC0eEC+eYC/eoC1+sC4vgCAA== "
"CupraR#2891","HUNTER","  AAECAYoWCPgI7QnTxQKG0wKc4gK26gKA8wLi+AILjQGXCKvCAtjCApzNAt3SAovhAuHjAsvsAvLxArn4AgA= "
"CupraR#2891","ROGUE","  AAECAYO6AgSGwgKA0wLP4QLD6gINxAGcAu0CnwOIBdQFhgmXwQL8wQLH0wLb4wL27ALi+AIA "
"CupraR#2891","SHAMAN","  AAECAaoICP8F08UCnOICq+cCw+oCp+4C7/cCmfsCC4EE9QTeBf4Fsgb7DJfBAsfBApvLAvPnAu/xAgA= "
"Altere#2975","HUNTER","  AAECAR8OngHHA4cEyQTzBZcI2wnd0gLf0gKG0wLh4wLL7AKA8wKnggMIqAK1A+sH/gyOwwKdzALj0gKL5QIA "
"Altere#2975","SHAMAN","  AAECAaoIDN4F/wX7DIfEAtPFApziAqvnAt/pAsPqAqfuAu/3Apn7AgmBBPUE/gWyBpfBAsfBApvLAvPnAu/xAgA= "
"Altere#2975","ROGUE","  AAECAaIHCrICyAOvBPMF9QWfwgKe+ALi+ALn+gL2/QIKjALLA9QF3QiBwgLrwgLR4QKL5QKm7wLH+AIA "
"Altere#2975","MAGE","  AAECAf0EBnGrBO0FotMCku8C7vYCDLsClQO0BOYElgXsBcHBApjEAo/TAvvsApX/Arn/AgA= "
"Winseer#2296","ROGUE","  AAECAYO6AgaiAq8E8wXKwwKe+ALH+AIMjALLA9QF9QXdCIHCAp/CAuvCAtHhAovlAqbvAuL4AgA= "
"Winseer#2296","WARRIOR","  AAECAQcGqgb5DNPFApL4Ap74AqCAAwxLogT/B/sMm8ICyucCuuwCnfAC4vgCg/sCnvsCs/wCAA== "
"Winseer#2296","WARLOCK","  AAECAcn1AgqKAfIF+waKB6DOAsLOApfTAsPzAs30AoCKAwq2B+EH+weNCOfLAvHQAv3QAojSAtjlAurmAgA= "
"Winseer#2296","DRUID","  AAECAbSKAwreBfIF8wWfwgKZ0wKc4gLQ5wL96gLh+wL1/AIKl8EC68ICm8sCh84CkdAC0eEC+eYC1+sCi+4C4vgCAA== "
"Elfandor#2767","WARLOCK","  AAECAcn1AgT3BPMFnOICj4IDDTCEAc4Hwgj3DJvLAp/OAvLQAtHhAofoAu/xAvT3AtP4AgA= "
"Elfandor#2767","ROGUE","  AAECAYO6AgavBJ/CAv3qAp74Asf4Auf6AgyMAssD1AXzBfUF3QiBwgLrwgLR4QKL5QKm7wLi+AIA "
"Elfandor#2767","DRUID","  AAECAZICCrQD3gWZ0wKb6AL96wKa7gK/8gLi+ALk+wL1/AIKQF/pAdMD5AigzQKHzgKY0gKe0gLb0wIA "
"Elfandor#2767","PALADIN","  AAECAZ8FAuvCAp74Ag5G8wX5CoPHArjHAuPLAvvTAtHhAtblArXmAv3qAuL4Avb9Atb+AgA= "
Kycoo#2841,x,AAECAaIHBIbCAoDTAs/hAsPqAg3EAZwC7QKfA4gFmwXUBYYJl8EC/MEC2+MC9uwC4vgCAA==
Kycoo#2841,x,AAECAR8I+AjtCdPFAobTApziArbqAsvsAoDzAguNAZcIq8IC2MICnM0C3dICi+EC4eMC8vECufgC4vgCAA==
Kycoo#2841,x,AAECAbSKAwhWmdMCm+gC/esCmu4C4vgC5PsC9fwCC0Bf6QHeBeQIoM0Ch84CmNICntIC29MCv/ICAA==
Kycoo#2841,x,AAECAfqUAwyTAfIF+waKB/sHoM4Cws4Cl9MC2OcCy+wCzfQC8fcCCbYH4QeNCOfLAvHQAv3QAojSAtjlAurmAgA=
