toonaw#1205,26,33,35,68,0,0
Bogdanux#2208,20,25,42,67,0,0
dANZER#1577,15,25,42,67,0,0
Ganera#2471,18,42,25,67,0,29
TWITCHYOPOW#1502,15,30,37,67,0,0
lorisini#2402,25,28,39,67,1,0
tomof#2660,14,45,22,67,0,23
가짜자유#3839,21,34,33,67,0,12
TheLastChamp#1458,18,38,29,67,1,11
TheRabbin#2401,14,39,28,67,0,36
Kemba#2115,15,31,35,66,0,0
Åsh#2403,14,35,31,66,0,0
Shuraki#3557,15,33,33,66,0,0
狗幹仔#4308,14,33,33,66,0,0
Bravo#21592,18,32,34,66,0,10
자바#31394,22,34,32,66,0,21
Piinkisamiii#1795,18,33,33,66,0,0
Bladeruk#1612,28,27,39,66,0,0
carc#2974,16,33,33,66,0,0
Derivus#1648,13,41,25,66,0,22
DarthNihilus#11990,11,40,26,66,0,25
Anemone#2213,21,35,31,66,0,4
LeSik#2220,15,32,34,66,0,0
monsemonse#1165,33,25,41,66,0,0
Redplanet#31916,23,29,37,66,0,0
Malkith#1739,15,37,29,66,0,0
yhlu#11473,14,32,33,65,0,0
LautaroAR#1316,20,37,28,65,0,0
N3w633#1513,22,27,38,65,0,0
JEJBenkoJEA#2497,17,33,32,65,0,31
Sobayed#4925,22,26,39,65,0,0
決戰時刻#3726,14,30,35,65,0,0
Asesinato#1852,17,27,38,65,0,0
SantaFloss#2614,19,27,38,65,0,0
Kytow#2908,15,32,33,65,0,0
Allenwang#4461,15,33,32,65,0,0
Kurimbooze#1618,14,23,42,65,0,0
alexzika#11258,12,37,27,64,0,0
PaJaMaDa#1430,21,25,39,64,0,0
Jarmen#2881,21,29,35,64,0,0
HuffDaddy#11795,17,37,27,64,0,0
troonie#2769,11,33,31,64,0,0
BusterClunge#1527,17,29,35,64,0,0
Arrow#23189,11,38,26,64,0,0
tantaur#1964,13,28,36,64,0,0
Nekyno#2413,10,43,21,64,0,0
VaxxOFFI#2862,21,29,35,64,0,0
Fabzou#21197,15,38,26,64,1,0
Thenosepath#1127,20,30,34,64,0,0
TopskiyPavel#2636,16,30,33,63,0,0
Thekhan#3403,12,37,26,63,0,0
Denix#2218,13,38,25,63,0,42
lulnenko#1873,19,31,32,63,0,0
Akambo#11696,16,29,34,63,0,0
Mayanadon#1189,20,32,31,63,0,0
Snoopy#2183,11,17,46,63,0,0
Looolz#2968,14,23,40,63,0,0
Focusing#11865,24,32,31,63,0,0
WolfBane478#2209,10,26,37,63,0,0
GoldenJohnny#2244,14,30,32,62,0,0
Yuriii#1564,19,33,29,62,0,0
pando#2388,15,30,32,62,0,0
Faerone#21550,13,34,28,62,0,0
Manewa#2298,17,30,32,62,0,0
serra#11752,10,36,26,62,0,71
FlyingPandaz#2809,17,24,38,62,0,0
Watanuki#2435,18,26,36,62,0,0
Athanas#1830,12,41,21,62,1,100
Eiffel#31143,12,36,26,62,0,0
Alanzombi#1999,13,33,29,62,0,0
Meloraven#1276,14,36,26,62,0,0
QuirkyTurtle#18795,15,0,62,62,0,0
RalleG#1820,16,23,38,61,0,0
AnaPlayer#3430,19,30,31,61,0,0
Giovannino#21770,15,33,28,61,0,0
Shark#1693,14,39,22,61,0,0
MaxGamerHack#11972,17,29,32,61,0,0
GGp1ay#3886,10,33,28,61,0,0
gregorgood#2803,20,15,46,61,0,0
AFDsimple#4697,11,25,36,61,0,23
Chargox#1352,19,35,26,61,0,0
Moriarty#21434,20,27,34,61,0,0
ぼん#1536,12,36,25,61,0,0
Avelline#21640,19,29,32,61,0,7
seeBanane#2595,9,39,22,61,0,0
Rafaga#1909,11,24,37,61,0,0
Khal#1392,19,37,24,61,0,25
ViperPro#1732,15,32,29,61,0,39
